model_id,index,front,nmaterials,minPoint,maxPoint,aligned.dims,,variantIds
330,208,"0,0,1",2,"-2.9998102, 7.045269E-4, -0.0100001","3.00111, 2.6507, 0.01","600.092, 264.99954, 2.00001",,
331,209,"0,0,1",2,"-0.999532, 0.0, -0.539948","1.0804679, 2.650047, 0.54005194","208.0, 265.0047, 108.0",,
333,210,"0,0,1",1,"-0.354784, 0.18788004, -0.685851","0.35667896, 1.315001, 0.68187106","71.1463, 112.71211, 136.7722",,
334,211,"0,0,1",5,"-0.43042, 0.0, -0.189184","0.43042, 0.92996, 0.189184","86.084, 92.996, 37.8368",,
335,212,"0,0,1",2,"-0.31, 2.5951862E-4, -0.299622","0.31, 1.04076, 0.30029196","62.0, 104.05005, 59.991398",,
336,213,"0,0,1",3,"-0.35, 0.0015217066, -0.37577504","0.35, 0.998186, 0.37852198","70.0, 99.66642, 75.4297",,
337,214,"0,0,1",5,"-0.75, 0.0, -0.619648","0.75, 1.0046, 0.619949","150.0, 100.46001, 123.9597",,
338,215,"0,0,1",8,"-0.259969, 3.7670135E-5, -0.449153","0.25999296, 1.27784, 0.45008403","51.996197, 127.78024, 89.923706",,
339,216,"0,0,1",10,"-0.31, 0.0, -0.649989","0.31, 1.26549, 0.65","62.0, 126.549, 129.9989",,
340,217,"0,0,1",2,"-0.25, 0.0, -0.25","0.25, 0.129807, 0.25","50.0, 12.9807005, 50.0",,
341,218,"0,0,1",6,"-0.501138, 0.0, -0.3","0.501138, 1.5, 0.3","100.22759, 150.0, 60.000004",,
342,219,"0,0,1",6,"-0.2, 8.34465E-6, -0.2","0.2, 0.369956, 0.2","40.0, 36.994766, 40.0",,
343,220,"0,0,1",3,"-0.065, 0.0, -0.10468501","0.065, 0.20941, 0.104821","13.0, 20.941, 20.9506",,
344,221,"0,0,1",3,"-0.105, 0.0, -0.129628","0.105, 0.25796, 0.13037199","21.0, 25.796, 26.000002",,
345,222,"0,0,1",8,"-0.144974, -7.4505806E-9, -0.144997","0.144974, 0.113837, 0.144997","28.994799, 11.383701, 28.999401",,
346,223,"0,0,1",1,"-0.910025, 0.010529816, -0.290075","0.914719, 0.552437, 0.29245204","182.4744, 54.190723, 58.2527",,
347,224,"0,0,1",2,"-0.338947, 5.030632E-5, -0.40989596","0.338947, 0.999654, 0.41034502","67.7894, 99.96037, 82.0241",,
348,225,"0,0,1",2,"-0.38988, 3.631711E-4, -0.425614","0.38988, 0.801907, 0.42438602","77.976, 80.15437, 85.0",,
349,226,"0,0,1",3,"-0.4, 3.3795834E-5, -0.46074402","0.4, 0.778438, 0.460688","80.0, 77.84042, 92.1432",,
350,227,"0,0,1",2,"-1.01, 0.0, -0.490267","1.01, 0.866353, 0.489733","202.0, 86.6353, 98.0",,
351,228,"0,0,1",1,"-0.299996, -6.914139E-6, -0.338247","0.299996, 1.09925, 0.33175296","59.9992, 109.92569, 67.0",,
352,229,"0,0,1",2,"-0.254573, 0.0, -0.219168","0.254573, 0.947761, 0.353437","50.914597, 94.7761, 57.2605",,
353,230,"0,0,1",2,"-0.298225, 0.45327395, -0.29997402","0.298226, 0.920178, 0.300026","59.645096, 46.6904, 60.0",,
354,231,"0,0,1",1,"-0.3, 0.0, -0.050000004","0.3, 0.979729, 0.0495547","60.000004, 97.9729, 9.955469",,
355,232,"0,0,1",2,"-0.4, -5.9604645E-8, -1.10002","0.4, 0.345993, 1.1","80.0, 34.599304, 220.00201",,
356,233,"0,0,1",3,"-0.05, 0.0, -0.025015902","0.05, 1.11085, 0.0249842","10.0, 111.085, 5.00001",,
357,234,"0,0,1",3,"-0.05, 0.0, -0.025015902","0.05, 1.11085, 0.0249842","10.0, 111.085, 5.00001",,
358,235,"0,0,1",3,"-0.05, 0.0, -0.025015902","0.05, 1.11085, 0.0249842","10.0, 111.085, 5.00001",,
359,236,"0,0,1",4,"-0.2, -0.0033710003, -0.2","0.2, 1.459299, 0.2","40.0, 146.267, 40.0",,
360,237,"0,0,1",3,"-1.07971, -5.9604645E-8, -0.588636","1.0802898, 0.892209, 0.581363","216.0, 89.2209, 116.9999",,
361,238,"0,0,1",4,"-1.5, 0.0, -0.10000491","1.5, 2.5, 2.60624","300.0, 250.0, 270.6245",,"361,361_0"
361_0,238,"0,0,1",4,"-1.5, 0.0, -0.10000491","1.5, 2.5, 2.60624","300.0, 250.0, 270.62448",,"361,361_0"
362,239,"0,0,1",1,"-2.0, 1.8566773, -0.003983","2.00211, 2.218621, 0.005828","400.211, 36.194366, 0.9811",,
363,240,"0,0,1",12,"-0.4395, -4.6014786E-5, -1.19459","0.4395, 1.15805, 1.17071","87.9, 115.8096, 236.53",,
364,241,"0,0,1",6,"-1.0, 0.0027713776, -2.30765","1.0, 1.26988, 2.3523498","200.0, 126.71087, 466.0",,
365,242,"0,0,1",1,"-0.16, 0.0, -0.16","0.16, 2.7, 0.16","32.0, 270.0, 32.0",,
366,243,"0,0,1",1,"-0.15, 0.0, -0.15","0.15, 2.7, 0.15","30.000002, 270.0, 30.000002",,
367,244,"0,0,1",2,"-0.17, 0.0, -0.17","0.17, 2.7, 0.17","34.0, 270.0, 34.0",,
368,245,"0,0,1",1,"-0.93997, 0.0, -0.0747558","0.93973804, 0.698267, 0.074755505","187.9708, 69.8267, 14.95113",,
369,246,"0,0,1",1,"-0.93973804, 0.0, -0.074755505","0.93997, 0.698267, 0.0747558","187.9708, 69.8267, 14.95113",,
370,247,"0,0,1",2,"-1.649873, 0.0, -0.149887","1.649951, 1.999874, 0.14988598","329.9824, 199.9874, 29.977299",,
371,248,"0,0,1",2,"-1.649873, 0.0, -0.149887","1.649951, 1.999874, 0.14988598","329.9824, 199.9874, 29.977299",,
372,249,"0,0,1",3,"-1.649873, 0.0, -0.149887","1.6516049, 1.763438, 0.14988598","330.14783, 176.3438, 29.977299",,
373,250,"0,0,1",3,"-1.6516049, 0.0, -0.14988598","1.649873, 1.763438, 0.149887","330.14783, 176.3438, 29.977299",,
374,251,"0,0,1",1,"-1.249875, 0.008020997, -0.018898997","1.249875, 1.648306, 0.021102","249.97499, 164.0285, 4.0001",,
375,252,"0,0,1",1,"-1.25, 0.051530957, -0.014864","1.25, 1.831268, 0.015136","250.0, 177.9737, 3.0",,
376,253,"0,0,1",1,"-1.23, 0.11427307, -0.014857","1.23, 1.984102, 0.015143","246.0, 186.98291, 3.0",,
377,254,"0,0,1",2,"-0.175, 0.0, -0.175175","0.175, 1.88043, 0.175175","35.0, 188.043, 35.035",,
378,255,"0,0,1",2,"-0.514583, 0.0, -0.087462","0.514583, 2.599962, 0.087462","102.916595, 259.9962, 17.4924",,
379,256,"0,0,1",1,"-1.25, 0.04000002, -0.004617531","1.25, 0.65, 0.0353829","250.0, 61.0, 4.000043",,
380,257,"0,0,1",2,"-0.699881, -6.598234E-5, -0.40003604","0.699881, 0.699592, 0.399679","139.9762, 69.9658, 79.9715",,
381,258,"0,0,1",3,"-0.08, 0.0, -0.08","0.08, 0.650596, 0.08","16.0, 65.0596, 16.0",,
382,259,"0,0,1",4,"-0.996825, 0.0, -0.437913","0.996825, 0.956526, 0.446593","199.36499, 95.652596, 88.4506",,
383,260,"0,0,1",3,"-0.4, 0.0, -0.28996396","0.4, 2.23599, 0.289998","80.0, 223.599, 57.9962",,
384,261,"0,0,1",4,"-0.249927, 0.0, -0.18506598","0.249952, 2.23599, 0.18465298","49.9879, 223.599, 36.9719",,
385,262,"0,0,1",4,"-0.400068, 0.0, -0.18504402","0.400068, 2.23599, 0.184894","80.0136, 223.599, 36.993797",,
386,263,"0,0,1",3,"-0.250056, 0.0, -0.18403101","0.24991801, 2.23599, 0.184905","49.9974, 223.599, 36.8936",,
387,264,"0,0,1",4,"-0.60003, 0.0, -0.149926","0.60003, 0.423956, 0.14969999","120.006004, 42.3956, 29.9626",,
388,265,"0,0,1",4,"-0.69, 0.0, -0.149926","0.69, 0.423956, 0.14969999","138.0, 42.3956, 29.9626",,
389,266,"0,0,1",4,"-0.600034, 0.0, -0.28996396","0.6006141, 2.23599, 0.289998","120.064804, 223.599, 57.996197",,
390,267,"0,0,1",1,"-0.18499702, 0.0, -0.184991","0.184991, 2.23596, 0.184991","36.998802, 223.59601, 36.9982",,
391,268,"0,0,1",3,"-0.359691, 0.0, -0.359973","0.35997, 2.23596, 0.35986203","71.9661, 223.59601, 71.983505",,
392,269,"0,0,1",3,"-0.68997, 0.0, -0.230008","0.68997, 0.506142, 0.23005098","137.994, 50.6142, 46.0059",,
393,270,"0,0,1",2,"-0.450036, 0.0, -0.295026","0.450036, 2.011844, 0.295026","90.007195, 201.18439, 59.0052",,
394,271,"0,0,1",2,"-0.1, 0.0, -0.1","0.1, 0.600137, 0.1","20.0, 60.0137, 20.0",,
395,272,"0,0,1",3,"-0.0785, 0.0, -0.0999604","0.0785, 0.25, 0.099804804","15.700001, 25.0, 19.97652",,
396,273,"0,0,1",3,"-0.199954, 0.0, -0.18506402","0.19998601, 0.506142, 0.18495","39.994, 50.6142, 37.001396",,
397,274,"0,0,1",3,"-0.399895, 0.0, -0.22471702","0.399875, 0.906868, 0.224917","79.977005, 90.6868, 44.9634",,
398,275,"0,0,1",3,"-0.599838, 0.0, -0.22471702","0.59990096, 0.906868, 0.224917","119.97391, 90.6868, 44.9634",,
399,276,"0,0,1",3,"-0.46402097, 0.0, -0.465615","0.465631, 2.23596, 0.464385","92.9652, 223.59601, 93.0",,
40,277,"0,0,1",1,"-0.88, 0.0, -0.58","0.88, 0.770204, 0.58","176.0, 77.0204, 116.0",,
403,278,"0,0,1",4,"-0.730026, 0.0, -1.0350039","0.730026, 0.753926, 1.035002","146.0052, 75.3926, 207.00061",,
404,279,"0,0,1",3,"-0.199956, -0.0013169646, -0.22489","0.19992799, 0.579922, 0.22485298","39.9884, 58.1239, 44.974297",,
405,280,"0,0,1",7,"-1.498846, 0.0, -0.33","1.501154, 2.15, 0.329949","300.0, 215.00002, 65.994896",,
406,281,"0,0,1",2,"-0.499996, -2.822876E-4, -0.21999398","0.500004, 0.679763, 0.21983698","100.0, 68.00453, 43.9831",,
407,282,"0,0,1",3,"-0.49999997, 1.8000603E-5, -0.315404","0.50006795, 0.78, 0.305287","100.006805, 77.9982, 62.0691",,
408,283,"0,0,1",4,"-1.003971, 0.0, -0.61989","0.996029, 1.028735, 0.620005","200.0, 102.873505, 123.9895",,
409,284,"0,0,1",2,"-0.225, 3.989935E-4, -0.22491","0.225, 0.597068, 0.22491","45.0, 59.6669, 44.982002",,
41,285,"0,0,1",2,"-0.775, 0.0, -0.374988","0.775, 0.77, 0.374988","155.0, 77.0, 74.9976",,
410,286,"0,0,1",4,"-0.75, 0.0, -0.829847","0.75, 4.2, 0.8293179","150.0, 419.99997, 165.9165",,
411,287,"0,0,1",3,"-1.12, 0.0, -0.60956895","1.12, 1.507996, 0.600279","224.0, 150.79959, 120.9848",,
412,288,"0,0,1",3,"-1.0, 0.0, -1.0","1.0, 2.264343, 1.0","200.0, 226.4343, 200.0",,
413,289,"0,0,1",3,"-0.154975, 0.0, -0.185008","0.154975, 0.558663, 0.185008","30.994999, 55.866302, 37.001602",,
414,290,"0,0,1",1,"-0.343461, 3.3801794E-4, -1.054044","0.343461, 0.537242, 1.0522249","68.6922, 53.690403, 210.62689",,
415,291,"0,0,1",3,"-0.395152, 0.0, -0.374867","0.395152, 1.03738, 0.374867","79.0304, 103.738, 74.9734",,
416,292,"0,0,1",3,"-1.33, 0.0, -0.23","1.33, 2.0, 0.23","266.0, 200.0, 46.0",,
417,293,"0,0,1",4,"-0.9, 0.0, -0.8","0.9, 0.71, 0.8","180.0, 71.0, 160.0",,
418,294,"0,0,1",2,"-0.195, 0.004570693, -0.320728","0.195, 0.372349, 0.21927202","39.0, 36.77783, 54.0",,
419,295,"0,0,1",4,"-0.075, 0.0, -0.174161","0.075, 0.449755, 0.174417","15.000001, 44.975502, 34.8578",,
42,296,"0,0,1",2,"-0.9, 2.002716E-5, -0.29966","0.9, 2.11273, 0.310693","180.0, 211.27101, 61.0353",,
420,297,"0,0,1",1,"-1.01, 0.0, -0.54975307","1.01, 0.821612, 0.550248","202.0, 82.1612, 110.00011",,
421,298,"0,0,1",5,"-0.109927, 0.0, -0.109927","0.109927, 0.28, 0.109927","21.9854, 28.0, 21.9854",,
422,299,"0,0,1",4,"-0.0899262, 0.0, -0.0899263","0.0899262, 0.304981, 0.0899262","17.985239, 30.4981, 17.985249",,
423,300,"0,0,1",5,"-0.116689, 0.0, -0.200429","0.116689, 0.354528, 0.201333","23.3378, 35.4528, 40.1762",,
424,301,"0,0,1",2,"-1.5, 0.0, -0.65","1.5, 0.75, 0.65","300.0, 75.0, 130.0",,
425,302,"0,0,1",3,"-0.305137, -3.8981438E-5, -0.316557","0.305137, 0.862809, 0.31556803","61.0274, 86.2848, 63.2125",,
426,303,"0,0,1",2,"-0.27, 0.0, -0.260877","0.27, 0.80996, 0.25912297","54.000004, 80.996, 52.0",,
427,304,"0,0,1",1,"-0.294945, 0.0, -0.294989","0.294945, 0.888633, 0.294989","58.989, 88.863304, 58.9978",,
428,305,"0,0,1",2,"-0.74992, 8.821487E-6, -0.349931","0.750003, 0.75, 0.349805","149.99231, 74.99912, 69.973595",,
429,306,"0,0,1",2,"-0.17523, 0.0, -0.18780902","0.17523, 0.609716, 0.200935","35.045998, 60.9716, 38.8744",,
43,307,"0,0,1",1,"-0.3, 0.0, -0.35","0.3, 1.13018, 0.350001","60.000004, 113.018, 70.0001",,
430,308,"0,0,1",3,"-0.864845, 0.0, -0.48499298","0.864845, 0.790015, 0.485021","172.969, 79.001495, 97.0014",,
431,309,"0,0,1",3,"-0.799814, 0.0, -0.28997904","0.799814, 0.939985, 0.289819","159.9628, 93.9985, 57.9798",,
432,310,"0,0,1",8,"-0.275, 0.0, -0.58","0.275, 1.49017, 0.58","55.0, 149.017, 116.0",,
433,311,"0,0,1",3,"-0.515, 0.0, -0.214999","0.515, 1.79949, 0.215001","103.0, 179.949, 43.0",,
434,312,"0,0,1",4,"-0.400001, 0.0, -0.89","0.39999896, 1.17, 0.89","80.0, 116.99999, 178.0",,
435,313,"0,0,1",5,"-0.52878, -2.014637E-5, -0.689444","0.530002, 1.48, 0.690129","105.8782, 148.00201, 137.9573",,
436,314,"0,0,1",5,"-0.578621, 0.0, -0.86601","0.581379, 2.38538, 0.86599","116.0, 238.53801, 173.2",,
437,315,"0,0,1",4,"-1.05, 0.0, -0.93453","1.05, 1.35226, 0.93434596","209.99998, 135.226, 186.8876",,
438,316,"0,0,1",4,"-1.05, 0.0, -0.56898","1.05, 1.87226, 0.5695751","209.99998, 187.226, 113.8555",,
439,317,"0,0,1",4,"-0.532972, 1.950264E-4, -0.447221","0.532972, 0.725862, 0.449199","106.5944, 72.5667, 89.642",,
44,318,"0,0,1",5,"-0.2, 0.0, -0.1575","0.2, 0.77, 0.15950099","40.0, 77.0, 31.7001",,
440,319,"0,0,1",3,"-0.515, 0.0, -0.2","0.515, 0.46, 0.2","103.0, 46.0, 40.0",,
441,320,"0,0,1",3,"-0.225167, 0.0, -0.24967298","0.225167, 0.999569, 0.250505","45.0334, 99.9569, 50.0178",,
442,321,"0,0,1",2,"-1.399862, 0.0, -0.574949","1.399862, 0.76, 0.574949","279.9724, 76.0, 114.98981",,
443,322,"0,0,1",1,"-0.149825, 0.0, -0.150259","0.149825, 0.569847, 0.148809","29.965002, 56.9847, 29.9068",,
444,323,"0,0,1",1,"-0.150225, 5.184412E-4, -0.229885","0.150225, 0.529908, 0.10988499","30.045, 52.938953, 33.977",,
445,324,"0,0,1",2,"-0.269978, 9.703636E-5, -0.229989","0.269978, 1.0, 0.230011","53.995598, 99.9903, 46.0",,
446,325,"0,0,1",1,"-0.21, 0.0, -0.255626","0.21, 0.96, 0.254374","42.0, 96.0, 51.0",,
447,326,"0,0,1",6,"-1.0, -5.9604645E-8, -0.26019096","1.0, 0.916128, 0.260108","200.0, 91.6128, 52.0299",,
448,327,"0,0,1",3,"-1.0, -3.1113625E-5, -0.14250198","1.0, 0.490024, 0.144068","200.0, 49.005512, 28.657001",,
449,328,"0,0,1",2,"-0.34, 0.0, -0.425897","0.34, 1.077637, 0.42438602","68.0, 107.763695, 85.0283",,
45,329,"0,0,1",2,"-0.300006, 0.004451871, -0.23","0.300006, 0.691946, 0.23","60.0012, 68.74941, 46.0",,
450,330,"0,0,1",1,"-0.215, 0.0, -0.28482097","0.21474001, 0.970327, 0.284882","42.974, 97.0327, 56.9703",,
451,331,"0,0,1",2,"-0.750001, 0.0, -0.25","0.750001, 0.6, 0.25","150.0002, 60.000004, 50.0",,
452,332,"0,0,1",1,"-0.79999995, 0.0, -0.425","0.799999, 0.8, 0.425","159.99991, 80.0, 85.0",,
453,333,"0,0,1",2,"-0.18, 8.6936355E-4, -0.285","0.18, 0.353832, 0.285","36.0, 35.296265, 57.0",,
454,334,"0,0,1",3,"-0.75, 0.0, -0.26","0.75, 0.47175, 0.26","150.0, 47.175, 52.0",,
455,335,"0,0,1",3,"-0.650407, 0.0, -0.324801","0.649954, 0.78, 0.324801","130.0361, 78.0, 64.9602",,
456,336,"0,0,1",1,"-0.315, 1.1920929E-7, -0.1","0.315, 0.64, 0.1","63.0, 63.999985, 20.0",,
457,337,"0,0,1",1,"-0.075, 0.0, -0.07500009","0.07500009, 0.72, 0.075","15.0000105, 72.0, 15.0000105",,
458,338,"0,0,1",2,"-0.32, 0.0, -0.0999999","0.32, 0.15, 0.1","64.0, 15.000001, 19.999989",,
459,339,"0,0,1",1,"-0.32, 0.0, -0.1","0.32, 0.0400001, 0.0999999","64.0, 4.00001, 19.999989",,
46,340,"0,0,1",2,"-0.200006, 0.004451871, -0.23","0.200002, 0.691946, 0.23","40.0008, 68.74941, 46.0",,
460,341,"0,0,1",6,"-0.41446102, -3.7899613E-4, -0.339863","0.414932, 0.438813, 0.33967","82.9393, 43.9192, 67.9533",,
461,342,"0,0,1",10,"-0.310122, -0.0010828972, -0.464728","0.33479798, 0.544219, 0.375004","64.492004, 54.53019, 83.973206",,
462,343,"0,0,1",18,"-0.487387, -4.709959E-4, -0.424895","0.487274, 0.90268, 0.42469","97.466095, 90.3151, 84.958496",,
463,344,"0,0,1",9,"-0.99680686, 0.0, -1.072056","1.067097, 2.109597, 1.0447881","206.39038, 210.9597, 211.6844",,
464,345,"0,0,1",2,"-0.47, 0.0, -0.229985","0.47, 1.1, 0.229985","94.0, 110.0, 45.997",,
465,346,"0,0,1",6,"-0.7, -5.9604645E-8, -0.7","0.7, 0.967787, 0.7","140.0, 96.7787, 140.0",,
466,347,"0,0,1",2,"-0.598414, -2.0980835E-5, -0.37501204","0.598414, 0.904632, 0.37499","119.6828, 90.465294, 75.0002",,
467,348,"0,0,1",1,"-0.309998, -5.9604645E-8, -0.815376","0.309998, 0.917234, 0.814624","61.9996, 91.723404, 163.0",,
468,349,"0,0,1",3,"-0.450883, -7.987022E-6, -0.450747","0.450883, 0.770895, 0.450747","90.1766, 77.0903, 90.1494",,
469,350,"0,0,1",1,"-0.42, 0.0, -0.229874","0.42, 0.91925, 0.229881","84.0, 91.925, 45.975502",,
470,351,"0,0,1",3,"-0.6, 0.0, -0.4","0.6, 0.8, 0.4","120.00001, 80.0, 80.0",,
471,352,"0,0,1",3,"-0.425, -1.3798475E-4, -0.47519904","0.425, 0.952638, 0.474801","85.0, 95.277596, 95.0",,
472,353,"0,0,1",2,"-0.454912, 0.0, -0.300019","0.454912, 0.448015, 0.300019","90.9824, 44.801502, 60.0038",,
473,354,"0,0,1",3,"-0.800834, -1.3798475E-4, -0.474859","0.800834, 0.952638, 0.47446203","160.1668, 95.277596, 94.9321",,
474,355,"0,0,1",1,"-0.5, 0.0, -0.5","0.5, 0.75, 0.5","100.0, 75.0, 100.0",,
475,356,"0,0,1",2,"-0.8, -0.0012270212, -0.42497","0.8, 0.75, 0.42497","160.0, 75.1227, 84.994",,
476,357,"0,0,1",1,"-0.5, 0.0, -0.294999","0.5, 0.89, 0.294945","100.0, 89.0, 58.9944",,
477,358,"0,0,1",3,"-1.0, -5.9604645E-8, -0.85","1.0, 0.75, 0.850001","200.0, 75.0, 170.00009",,
478,359,"0,0,1",2,"-0.515, 0.0, -0.17","0.51500094, 0.487656, 0.17","103.0001, 48.7656, 34.0",,
479,360,"0,0,1",2,"-0.345024, 0.0, -0.209997","0.345024, 0.397485, 0.20994401","69.0048, 39.748497, 41.994102",,
480,361,"0,0,1",1,"-0.64317, 0.0, -0.259987","0.64317, 0.838985, 0.259965","128.634, 83.898506, 51.9952",,
481,362,"0,0,1",3,"-0.93, 5.021095E-4, -0.189852","0.93, 2.7, 0.189935","186.0, 269.9498, 37.9787",,
482,363,"0,0,1",1,"-0.51, 0.0, -0.23","0.51, 1.41, 0.23","102.0, 141.0, 46.0",,
483,364,"0,0,1",2,"-0.590001, 0.0, -0.23","0.59000003, 1.049618, 0.23","118.00009, 104.9618, 46.0",,
484,365,"0,0,1",6,"-1.60602, -4.0769577E-5, -0.90000093","1.60602, 1.64021, 0.9","321.20398, 164.02507, 180.00009",,
485,366,"0,0,1",4,"-0.700016, -4.0769577E-5, -0.50000095","0.700017, 1.095, 0.5","140.0033, 109.50408, 100.00011",,
486,367,"0,0,1",4,"-0.700017, -4.0769577E-5, -0.50000095","0.700017, 1.095, 0.5","140.00339, 109.50408, 100.00011",,
487,368,"0,0,1",3,"-0.3, 0.0, -0.3","0.3, 0.715, 0.3","60.000004, 71.5, 60.000004",,
488,369,"0,0,1",3,"-0.205, 0.0, -0.43491","0.205, 1.640734, 0.43491","41.0, 164.0734, 86.981995",,
489,370,"0,0,1",4,"-0.4, 0.0, -0.3","0.4, 0.715, 0.3","80.0, 71.5, 60.000004",,
490,371,"0,0,1",4,"-0.4, 0.0, -0.3","0.4, 0.715, 0.3","80.0, 71.5, 60.000004",,
491,372,"0,0,1",2,"-0.395, 0.0, -0.394873","0.395, 0.9, 0.395","79.0, 90.0, 78.987305",,
492,373,"0,0,1",1,"-0.35, -1.1920929E-7, -0.1","0.35, 0.31, 0.1","70.0, 31.000011, 20.0",,
493,374,"0,0,1",1,"-0.47, 2.3841858E-7, -0.0999999","0.47, 0.23, 0.1","94.0, 22.999975, 19.999989",,
494,375,"0,0,1",1,"-1.025, -5.9604645E-8, -0.9499999","1.025, 0.759901, 0.949998","205.0, 75.9901, 189.9998",,
495,376,"0,0,1",2,"-0.55, 0.0, -0.21000001","0.55, 0.41, 0.21000001","110.0, 41.0, 42.0",,
496,377,"0,0,1",1,"-0.22, 0.0, -0.255042","0.22, 0.88, 0.255042","44.0, 88.0, 51.008396",,
497,378,"0,0,1",3,"-0.799999, 0.0, -0.0250001","0.799999, 1.5, 0.025000002","159.9998, 150.0, 5.00001",,
498,379,"0,0,1",3,"-0.8, 0.0, -0.0250001","0.8, 2.19923, 0.025000002","160.0, 219.92299, 5.00001",,
499,380,"0,0,1",1,"-0.250008, -0.0010894537, -0.0751591","0.2496, 0.467236, 0.07484099","49.9608, 46.832546, 15.00001",,
500,381,"0,0,1",1,"-0.195, 0.0, -0.24972901","0.195, 0.86, 0.250271","39.0, 86.0, 50.0",,
501,382,"0,0,1",2,"-0.25, -0.0010849833, -0.275258","0.25, 0.756686, 0.274742","50.0, 75.77709, 55.0",,
502,383,"0,0,1",3,"-0.8, 0.0, -0.08003199","0.8, 2.19923, 0.0800319","160.0, 219.92299, 16.00639",,
503,384,"0,0,1",2,"-0.309958, 0.0, -0.210035","0.309958, 1.469969, 0.20994201","61.991604, 146.9969, 41.9977",,
504,385,"0,0,1",2,"-0.700001, 0.0, -0.35","0.699999, 0.75, 0.35","140.0, 75.0, 70.0",,
505,386,"0,0,1",1,"-0.76, 0.00583148, -0.134859","0.76, 1.53417, 0.13465402","152.0, 152.83386, 26.9513",,
506,387,"0,0,1",3,"-0.700217, 0.0, -0.375","0.700217, 0.75, 0.375","140.0434, 75.0, 75.0",,
507,388,"0,0,1",3,"-0.49, 0.0, -0.682744","0.49, 0.84062, 0.6950431","98.0, 84.062, 137.7787",,
508,389,"0,0,1",2,"-0.250008, 0.0, -0.150032","0.250008, 2.0, 0.150032","50.0016, 200.0, 30.0064",,
509,390,"0,0,1",2,"-0.555117, 0.0, -0.25","0.555117, 0.9, 0.25","111.0234, 90.0, 50.0",,
510,391,"0,0,1",1,"-0.5, 2.7954578E-5, -0.0502868","0.49977, 0.585304, 0.049713105","99.977, 58.52761, 9.99999",,
511,392,"0,0,1",2,"-0.395897, 0.001026988, -0.350173","0.395897, 0.718132, 0.35173404","79.1794, 71.7105, 70.190704",,
512,393,"0,0,1",2,"-0.399921, 3.629923E-4, -0.225","0.399921, 1.6, 0.22498801","79.9842, 159.9637, 44.998802",,
513,394,"0,0,1",1,"-0.399921, 3.629923E-4, -0.225","0.399921, 0.855887, 0.22498801","79.9842, 85.5524, 44.998802",,
514,395,"0,0,1",2,"-1.125, 0.0, -0.425","1.125, 0.75, 0.425","225.0, 75.0, 85.0",,
515,396,"0,0,1",2,"-0.0899407, 0.0, -0.330113","0.0899407, 0.635603, 0.329593","17.98814, 63.560303, 65.9706",,
516,397,"0,0,1",3,"-0.359092, 2.4098158E-4, -0.340196","0.359074, 0.945984, 0.340196","71.8166, 94.5743, 68.0392",,
517,398,"0,0,1",4,"-0.115, 0.0, -0.115","0.115, 1.524, 0.115","23.0, 152.40001, 23.0",,
518,399,"0,0,1",4,"-0.35, 2.4998188E-4, -0.25","0.35, 1.400218, 0.25","70.0, 139.99681, 50.0",,
519,400,"0,0,1",2,"-0.725, 0.0, -0.16667","0.725, 1.06, 0.17332998","145.0, 105.99999, 34.0",,
520,401,"0,0,1",3,"-0.176575, -2.3841858E-7, -0.868101","0.176575, 2.19249, 0.868101","35.315002, 219.24902, 173.6202",,
521,402,"0,0,1",4,"-0.225135, -1.1920929E-7, -0.225135","0.225135, 1.68, 0.225135","45.027, 168.00002, 45.027",,
522,403,"0,0,1",2,"-0.749956, 6.519556E-4, -0.749911","0.750003, 0.939968, 0.749963","149.9959, 93.931595, 149.9874",,
523,404,"0,0,1",4,"-0.26379, 0.0, -0.26379","0.26379, 1.58, 0.26379","52.758003, 158.0, 52.758003",,
524,405,"0,0,1",4,"-0.199966, 0.0, -0.0749795","0.199966, 1.49995, 0.07497941","39.9932, 149.99501, 14.99589",,
525,406,"0,0,1",1,"-0.75, 5.1021576E-5, -0.75","0.75, 0.75, 0.75","150.0, 74.9949, 150.0",,
526,407,"0,0,1",2,"-0.224686, 2.7501583E-4, -0.14","0.224686, 1.799738, 0.14","44.9372, 179.9463, 28.0",,
527,408,"0,0,1",2,"-0.300006, 0.0049657226, -0.0983677","0.300006, 0.59975, 0.0928488","60.0012, 59.478428, 19.12165",,
528,409,"0,0,1",3,"-0.684327, 0.0, -0.339327","0.684327, 1.88, 0.339327","136.8654, 188.0, 67.8654",,
529,410,"0,0,1",1,"-0.13, 3.1000376E-4, -0.13","0.13, 0.429856, 0.13","26.0, 42.9546, 26.0",,
530,411,"0,0,1",2,"-0.109997, -7.4505806E-9, -0.109997","0.109997, 0.085, 0.109997","21.9994, 8.500001, 21.9994",,
531,412,"0,0,1",4,"-0.13, 0.0, -0.0528062","0.13, 0.569552, 0.0528062","26.0, 56.9552, 10.561239",,
532,413,"0,0,1",3,"-0.300063, -8.940697E-6, -0.289934","0.300063, 1.003035, 0.289934","60.012604, 100.3044, 57.9868",,
533,414,"0,0,1",2,"-0.900018, 0.0, -0.46","0.900018, 0.77, 0.46","180.0036, 77.0, 92.0",,
534,415,"0,0,1",2,"-0.29074997, 0.0, -0.290565","0.290335, 0.87, 0.290519","58.108498, 87.0, 58.1084",,
535,416,"0,0,1",2,"-0.305, 0.0029610395, -0.51037395","0.305, 1.001253, 0.509627","61.0, 99.82919, 102.0001",,
